_id,COD. INSCRIPCIÓN,NOMBRE,MODALIDAD,CATEGORIA,DIRECCIÓN,LOCALIDAD,MUNICIPIO,ZONA,PLAZAS,FECHA DE INSCRIPCION
304,UH000787            ,Silken Zizur Pamplona,Hotel,4 Estrellas,Etxesakan 3 ,ZIZUR MAYOR,ZIZUR MAYOR <> ZIZUR NAGUSIA                                                                        ,Cuenca de Pamplona,140,2005-10-10T00:00:00
305,UH000923            ,Spa Pompaelo,Hotel,4 Estrellas,Consistorial 3 ,PAMPLONA,PAMPLONA <> IRUÑA                                                                                   ,Cuenca de Pamplona,58,2017-08-21T00:00:00
306,UHS00780            ,Suetxe,Hostal,HsRural,Karramendabia 0 ,LOS ARCOS,LOS ARCOS                                                                                           ,Zona Media,6,2005-04-05T00:00:00
307,UHS00073            ,Tafalla,Hostal,HsG,Pamplona-Zaragoza km. 38 0 ,TAFALLA,TAFALLA                                                                                             ,Zona Media,38,1972-11-08T00:00:00
308,UPE00898            ,Tau,Pensión,P*,Errotabidea 18 ,LARRASOAÑA,ESTERIBAR                                                                                           ,Pirineos,9,2013-04-10T00:00:00
309,UHR00858            ,Teodosio de Goñi,Hotel rural,1 Estrella,San Andrés 20 ,AIZPÚN,GOÑI                                                                                                ,Cuenca de Pamplona,17,2010-03-03T00:00:00
310,upe00402            ,Tolareta,Pensión,P*,Berría 2 3º,LESAKA,LESAKA                                                                                              ,Pirineos,23,1962-07-16T00:00:00
311,UHS00749            ,Torre Monreal,Hostal,HsG,Cuesta de Loreto 8 ,TUDELA,TUDELA                                                                                              ,La Ribera,48,2002-07-08T00:00:00
312,UHSR0727            ,Trinquete Antxitonea,Hostal,HsRural,Braulio Iriarte 16 ,ELIZONDO,BAZTAN                                                                                              ,Pirineos,45,2001-06-20T00:00:00
313,UH000020            ,Tudela Bardenas,Hotel,3 Estrellas,Zaragoza 60 ,TUDELA,TUDELA                                                                                              ,La Ribera,94,1955-07-22T00:00:00
314,UHSR0686            ,Txapi-Txuri,Hostal,HsRural,Santa Ursula 63 ,MURILLO EL FRUTO,MURILLO EL FRUTO                                                                                    ,La Ribera,11,1997-07-30T00:00:00
315,UPE00625            ,Txiki,Pensión,P*,Mendigatxa 17 ,ISABA,ISABA <> IZABA                                                                                      ,Pirineos,32,1991-10-29T00:00:00
316,UH000833            ,Tximista,Hotel,4 Estrellas,Zaldu 15 ,ESTELLA-LIZARRA,ESTELLA <> LIZARRA                                                                                  ,Zona Media,56,2008-06-30T00:00:00
317,UPE00916            ,Txokoto,Pensión,P*,Braulio Iriarte 4 1º A,ELIZONDO,BAZTAN                                                                                              ,Pirineos,13,2016-07-09T00:00:00
318,UPE00943            ,Txomorgain,Pensión,P**,Dorrondo 10 ,ARLEGUI,GALAR                                                                                               ,Cuenca de Pamplona,4,2019-04-04T00:00:00
319,UH000843            ,Urbasa,Hotel,2 Estrellas,"Nacional, 1, Km 396 0 ",OLAZTI/OLAZAGUTIA,OLAZTI/OLAZAGUTÍA                                                                                   ,Pirineos,21,2008-10-31T00:00:00
320,UHSR0443            ,Urgain,Hostal,HsRural,Mugairi de Oronoz 2 ,ORONOZ-MUGAIRI,BAZTAN                                                                                              ,Pirineos,10,1975-05-02T00:00:00
321,UH000587            ,Urgain II,Hotel,2 Estrellas,Mugairi de Oronoz 4 ,ORONOZ-MUGAIRI,BAZTAN                                                                                              ,Pirineos,52,1988-11-03T00:00:00
322,upe00767            ,Usoa,Pensión,P*,"Puente de la Rabia,1 2º dcha 0 ",ZUBIRI,ESTERIBAR                                                                                           ,Pirineos,9,2003-12-15T00:00:00
323,UHR00878            ,Valdorba,Hotel rural,4 Estrellas,Santa María 29 ,SANSOÁIN,LEOZ                                                                                                ,Zona Media,24,2011-02-11T00:00:00
324,UHS00583            ,Venecia,Hostal,HsG,Diputación 70 ,AZAGRA,AZAGRA                                                                                              ,La Ribera,16,1987-02-01T00:00:00
325,uh000362            ,Venta de Etxalar,Hotel,3 Estrellas,Pamplona-Irún Km. 60 0 ,ETXALAR,ETXALAR                                                                                             ,Pirineos,71,1969-10-13T00:00:00
326,UHSR0715            ,Venta San Blas,Hostal,HsRural,"PNA-Francia, km.37, (Bº Mendio 0 ",ALMANDOZ,BAZTAN                                                                                              ,Pirineos,12,2001-01-24T00:00:00
327,UHSR0627            ,Venta Udabe,Hostal,HsRural,Udabe 0 ,UDABE,BASABURUA                                                                                           ,Pirineos,18,1992-10-28T00:00:00
328,UHR00204            ,Venta Ulzama,Hotel rural,2 Estrellas,"Pamplona-Francia, Km 31  0 ",ARRAITZ-ORKIN,ULTZAMA                                                                                             ,Pirineos,27,1949-10-31T00:00:00
329,UPE00893            ,Ver Venir,Pensión,P*,Catalain 8 ,GARÍNOAIN,GARÍNOAIN                                                                                           ,Zona Media,10,2013-01-29T00:00:00
330,UH000857            ,Villa de Andosilla,Hotel,3 Estrellas,San Cosme y San Damián 6 ,ANDOSILLA,ANDOSILLA                                                                                           ,La Ribera,40,2010-02-19T00:00:00
331,UH000862            ,Villa de Cárcar,Hotel,2 Estrellas,"El Mallatón, C/ A 1 ",CÁRCAR,CÁRCAR                                                                                              ,La Ribera,32,2010-12-07T00:00:00
332,UH000781            ,Villa de Larraga,Hotel,4 Estrellas,de Berbinzana 12 ,LARRAGA,LARRAGA                                                                                             ,Zona Media,40,2005-04-05T00:00:00
333,UH000861            ,Villa de Los Arcos,Hotel,3 Estrellas,"Na-129, Km 14, 6 0 ",LOS ARCOS,LOS ARCOS                                                                                           ,Zona Media,36,2010-04-05T00:00:00
334,UHSR0945            ,Villa de Mendavia,Hostal,HsRural,Ayuntamiento 7 ,MENDAVIA,MENDAVIA                                                                                            ,La Ribera,20,2019-02-05T00:00:00
335,UHSR0837            ,Villa Vieja,Hostal,HsRural,Villavieja 11 ,OLITE,OLITE                                                                                               ,Zona Media,22,2008-08-28T00:00:00
336,UHR00842            ,Villamarcilla,Hotel rural,4 Estrellas,"Estación, s/n 0 ",MARCILLA,MARCILLA                                                                                            ,La Ribera,47,2008-10-20T00:00:00
337,UH000783            ,Villava,Hotel,3 Estrellas,Pamplona 0 S/N,VILLAVA,VILLAVA <> ATARRABIA                                                                                ,Cuenca de Pamplona,115,2005-06-16T00:00:00
338,UH000010            ,Xabier,Hotel,3 Estrellas,de la Abadía 2 ,JAVIER,JAVIER                                                                                              ,Zona Media,92,1969-01-01T00:00:00
339,UH000379            ,Yamaguchi,Hotel,2 Estrellas,Javier 0 S/N,SANGÜESA,SANGÜESA <> ZANGOZA                                                                                 ,Zona Media,74,1968-12-11T00:00:00
340,UH000648            ,Yerri,Hotel,2 Estrellas,Yerri 35 ,ESTELLA-LIZARRA,ESTELLA <> LIZARRA                                                                                  ,Zona Media,52,1995-06-14T00:00:00
341,UH000005            ,Yoldi,Hotel,3 Estrellas,San Ignacio 11 ,PAMPLONA,PAMPLONA <> IRUÑA                                                                                   ,Cuenca de Pamplona,72,1945-11-07T00:00:00
342,UHS00440            ,Zalain,Hostal,HsG,Zalain Auzoa 19 2º,BERA,BERA/VERA DE BIDASOA                                                                                ,Pirineos,18,1974-10-31T00:00:00
343,UPE00928            ,Zaldiko,Pensión,P*,Roncesvalles 10 1º Dcha,ZUBIRI,ESTERIBAR                                                                                           ,Pirineos,9,2017-08-21T00:00:00
344,UH000822            ,Zenit Pamplona,Hotel,4 Estrellas,X Parque ComercialGalaria 1 ,CORDOVILLA,GALAR                                                                                               ,Cuenca de Pamplona,169,2008-05-03T00:00:00
345,UHS00887            ,Zubi XXI,Hostal,HsG,Irunbidea 28 ,PUENTE LA REINA,PUENTE LA REINA <> GARES                                                                            ,Zona Media,21,2012-06-26T00:00:00
346,UPE00844            ,Zubiaren Etxea,Pensión,P*,Camino de Santiago 2 ,ZUBIRI,ESTERIBAR                                                                                           ,Pirineos,7,2008-06-11T00:00:00
347,UPE00630            ,Zubietako Herriko Ostatua,Pensión,P**,Herriko Plaza 1 ,ZUBIETA,ZUBIETA                                                                                             ,Pirineos,10,1992-12-23T00:00:00
